id,Titulo,Autor,Ubicacion,Colección
000069812,Vienen del miedo,"Bonnefoy, Michel",Ch863/BON/vi,LITGE
000069813,Vientos de silencio,"Faundes, Juan Jorge",Ch863/FAU/vi,LITCH
000069816,Adiós a la familia,"Arenas, Braulio",Ch863/ARE/di,LITGE
000069836,Bromisnar de Bagdad,"Lobos, Themo",741.5983/LOB/br,INFAN
000069885,El libro parlante,"Fernández Bieberach, Patricia",Ch863/FER/lib,LITCH
000069890,El peor de los héroes,"Brodsky, Roberto",Ch863/BRO/pe,LITCH
000069930,Kilikilis y Golagolas,"Lobos, Themo",741.5983/LOB/ki,INFAN
000069934,La Corte del Rey Arturo,"Lobos, Themo",741/LOB/co,INFAN
000069937,La desmesura de la calma,"Correa Olmos, Eduardo",Ch863/COR/de,LITCH
000069968,Marcos y Andrea en el Olimpo,"Lezaeta, Gabriela",Ch863/LEZ/ma,LITCH
000069974,Mundo de cartón : novela,"Alegría Ramírez, Gloria A",Ch863/ALE/mu,LITGE
000070016,Sombras que caminan,"Cerda, Carlos",Ch863/CER/so,LITCH
000070020,Teatro selecto,"Moock, Armando",Ch862/MOO/te,LITCH
000070072,Acto único : dramaturgos en escena,"Guerrero del Río, Eduardo",Ch862/GUE/ac,LITGE
000070094,Alberto el jugador,"Orrego de Uribe, Rosario",Ch863/ORR/al,LITCH
000070115,Ambar en cuarto y sin su amigo,"Danziger, Paula",813/DAN/am,INFAN
000070133,Ángeles y solitarios,"Díaz Eterovic, Ramón",Ch863/DIA/an,LITCH
000070134,Animal roto (1995-1998),"Ortega Alvarado, Mario",Ch861/ORT/ani,LITCH
000070138,Antigua vida mía,"Serrano, Marcela",Ch863/SER/an,LITCH
000070143,Antología personal : poesía (1982-2001),"Morales, Andrés",Ch861/MOR/ant,LITCH
000070183,Artículos de costumbres,Jotabeche,390.0983/JOT/ar,LITCH
000070256,La buena vida y la poca vergüenza,"Millas, Hernán",Ch863/MIL/bu,LITCH
000070288,Canto general de Chile ; Alturas de Macchu Picchu,"Neruda, Pablo",Ch861/NER/ca,LITGE
000070318,Casa de citas,"Basualto, Alejandra",Ch861/BAS/ca,LITGE
000070380,Los Cien mejores poemas de amor de la lengua castellana,"Lastra, Pedro",861.008/CIE,LITGE
000070394,La ciudad anterior,"Contreras, Gonzalo",Ch863/CON/ci,LITCH
000070441,Complices a media tinta,Sociedad de Escritores de Curicó,Ch861/COM/co,LITGE
000070485,Los conversos,"Santa Cruz, Guadalupe",Ch863/SAN/co,LITCH
000070505,Cuaderno de La Serena,"Calderón, Alfonso",Ch861/CAL/cu,LITGE
000070508,Los cuadernos mágicos y otros cuentos,"Balcells, Jacqueline",Ch863/BAL/cu,LITCH
000070521,Cuentos chilenos contemporáneos 2000,Prólogo Ramiro Rivas,Ch863/CUE,LITCH
000070540,Cuentos de príncipes y princesas,"Allende, Amelia, adapt",Ch863/ANO/cu,INFAN
000070624,El demonio y la señorita Prym,"Coelho, Paulo",B869.3/COE/de,LITGE
000070683,Diario intimo (1917-1947),Alone,808.84/ALO/di,LITGE
000070702,La dictadura del proletariado,"Marks, Camilo",Ch863/MAR/di,LITCH
000070720,El discurso lírico de la mujer en Chile en el período 1973-1990,"Villegas Morales, Juan",Ch861.4409/VIL/di,LITCH
000070777,El astronauta en llamas,"Campos, Javier",Ch861/CAM/as,LITGE
000070778,El balsero de cucao,"Barrientos, Raúl",Ch861/BAR/ba,LITCH
000070855,Episodios nacionales,"Brieba, Liborio",Ch863/BRI/ep,LITCH
000070882,Estación verso : antología literaria,"Biblioteca Pública. Los Angeles, Chile",Ch861/DIA/es,LITGE
000070888,Estancias en homenaje a Gregorio Samsa,"Roa Vial, Armando",Ch861/ROA/es,LITCH
000070915,Las etiquetas de piel caoba,"Droppelmann, Jessica",Ch861/DRO/et,LITGE
000070948,Ferrantes,"Fernandez Chadwick, Patricio",Ch862/FER/fe,LITCH
000070950,La ficción narrativa : su lógica y ontología,"Martínez Bonati, Felix",801/MAR/fi,LITGE
000070951,La fiesta del Chivo,"Vargas Llosa, Mario",Pe863/VAR/fi,LITGE
000070993,El gato con botas,"Perrault, Charles",843/PER/ga,INFAN
000071062,Hacia el nuevo mundo,"Collyer, Jaime",Ch863/COL/ha,LITCH
000071081,Himno del ángel parado en una pata,"Rivera Letelier, Hernán",Ch863/RIV/hi,LITCH
000071119,Horas perdidas en las calles de Santiago,"Merino, Roberto",Ch868/MER/ho,LITCH
000071147,El increible mundo de Llanca,"Morel, Alicia",Ch863/MOR/in,LITCH
000071209,Jugar con la palabra : (antología 1971-2000),"Cameron, Juan",Ch861/CAM/ju,LITGE
000071219,Kiwala conoce el mar,"Pavez, Ana María",Ch863/PAV/ki,INFAN
000071233,La maravillosa granja de McBroom,"Fleischman, Sid",813/FLE/ma,LITGE
000071238,La mujer del policía,"Gómez, Sergio",Ch863/GOM/mu,LITCH
000071240,La polilla del baúl,"Carvajal, Mario",Ch863/CAR/po,INFAN
000071261,Lecciones sobre la tragedia griega,"García Alvarez, César",882/GAR/le/,LITGE
000071263,Leído y anotado : letras chilenas e hispanoamericanas : imágenes,"Lastra, Pedro",813/ADL/mi,LITGE
000071340,Magias de la escritura,"Hahn, Oscar",H860/HAH/ma,LITGE
000071342,"Mamire, el último niño","Carvajal, Víctor",Ch863/CAR/ma,INFAN
000071394,El maravilloso viaje de Nils Holgersson,"Lagerl f, Selma",839.73/LAG/ma,LITGE
000071399,María Carlota y Millaqueo,"Peña Muñoz, Manuel",Ch863/PEÑ/ma,LITCH
000071401,Martín Fierro,"Hernández, José",A861/HER/ma,LITGE
000071420,El medio pollito,"Ferré, Rosario",Pr863/FER/me,LITGE
000071447,"Mi hermano hippie, por Papelucho","Paz, Marcela",Ch863/PAZ/pmi,LITCH
000071452,Mi querido papá,"Subercaseaux, Elizabeth",Ch863/SUB/qu,LITCH
000071489,Muerte colmada,"Muñoz Pilichi, German",Ch861/MUÑ/mu,LITCH
000071497,Mujeres en la poesía chilena actual : antología 2000,"Ordenes Pincheira, Carlos",Ch861/ORD/muj,LITCH
000071568,La opción creyente : introducción a la teología fundamental,"Bentué, Antonio",230.42/BEN/op,LITGE
000071629,Para leer el Quijote,"Césped Benítez, Irma",863/CES/le,LITGE
000071631,El arte en la ruta del hombre,"Castro, Luis Osvaldo de",701/CAS/ar,LITGE
000071634,Caco y la turu,"Carvajal, Víctor",Ch863/CAR/ca,INFAN
000071635,Calas,"Carrasco, Germán puc N",Ch861/CAR/ca,LITCH
000071636,Canción lenta en tiempo de balada,"Guíñez, Pablo",Ch861/GUI/ca,LITCH
000071637,El cisne y la luna : narrativa,"Gallegos Abarca, Manuel",Ch863/GAL/ci,LITCH
000071640,El corredor,"Plaza Atenas, Dino",Ch863/PLA/co,LITCH
000071643,Cuando el sol se aburrió de trabajar,"Alegría, Gloria",Ch863/ALE/cu,LITGE
000071644,Entrevistas (1962-1996),"Teillier, Jorge",Ch861/TEI/en,LITGE
000071654,Dramaturgia y género en el Chile de los sesenta,"Darrigrandi, Claudia",Ch862/DAR/dr,LITCH
000071661,La escritura de al lado : géneros referenciales,"Morales T., Leonidas",Ch860.9/MOR/es,LITGE
000071662,El fantasma de la sinrazón & El secreto de la poesía,"Uribe, Armando",Ch864/URI/fa,LITCH
000071667,Inmemoriales : Santiago 1999,"Poblete Varas, Hernán",Ch868/POB/va,LITCH
000071697,El pequeño vampiro,"Sommer-Bodenburg, Angela",833/SOM/pe,INFAN
000071734,Poesía y cultura poética en Chile : aportes críticos,"Rojas, Waldo",Ch861/ROJ/po,LITGE
000071735,Poesía y prosa : antología,"Arteche, Miguel",Ch860/ART/po,LITGE
000071806,Prontuario (1990-2000),"Berríos, Carmen Gloria",Ch861/BER/pr,LITCH
000071827,Psicoanálisis Parra nada : antipoesía & psicoanálisis,"Cuadra, César",Ch861/PSI,LITCH
000071906,"La remolienda ; y, otras obras de teatro","Sieveking, Alejandro",Ch862/SIE/re,LITCH
000071923,Rimas y leyendas : versión completa,"Bécquer, Gustavo Adolfo",861/BEC/ri,LITGE
000071938,El sabueso de los Baskerville,"Doyle, Arthur Conan",823/DOY/sa,LITGE
000071951,"Sapo y Sepo, un año entero","Lobel, Arnold",813/LOB/sa,INFAN
000071983,Simulacro,"Cabrera, Alejandro",Ch863/CAB/si,LITGE
000071990,Sida en Chile : la historia desconocida,"Carmona Berríos, Mauricio",Ch868/CAR/si,LITCH
000072013,Sub-terra,"Lillo, Baldomero",Ch863/BAL/su,LITCH
000072083,Tranquila tragaleguas : la tortuga cabezota,"Ende, Michael",833/END/tr,INFAN
000072117,Un paseo al campo,"Krahn, Fernando",Ch863/KRA/un,INFAN
000072142,Vamos a buscar un tesoro,Janosch,833/JAN/vam,INFAN
000072185,La virgen de los tajos,"Ruiz, Alvaro",Ch861/RUI/vi,LITCH
000072274,Alamito el largo,"Allamand, Maité",Ch863/ALL/al,LITGE
000072291,Altazor : de puño y letra,"Huidobro, Vicente",Ch861/HUI/al,LITCH
000072401,Aventuras de Súper Inti y Analfabruja,"Calderón, Teresa",Ch863/CAL/av,INFAN
000072407,Ay mama Inés : (crónica testimonial),"Guzmán, Jorge",Ch863/GUZ/ay,LITCH
000072433,Biotecnología en Chile,"Gil, Lionel",660.6/BIO/en,LITGE
000072451,La cabaña del tío Tom,"Stowe, Harriet Beecher",813/STO/ca,LITGE
000072496,Cartas del diablo a su sobrino,"Lewis, C. S",823/LEW/ca,LITGE
000072652,Cuentos de mi escritorio,"Tejeda, Juan",Ch863/TEJ/cu,LITCH
000072660,"Cuentos de amor, de locura y de muerte","Quiroga, Horacio",U863/QUI/ca,LITCH
000072727,Después de aquel viaje,"Polizzi, Valéria Piassa",920.72/POL/de,JUVEN
000072799,Emilia : cuatro enigmas de verano,"Balcells, Jacqueline",Ch863/BAL/em,LITCH
000072845,Erase una vez -- un hermoso planeta llamado tierra,"Schkolnik, Saúl",Ch863/SCh/er,LITCH
000073308,Mi querido enemigo,"Webster, Jean",813/WEB/,LITGE
000073353,Navegancias,Pérez Floridor,Ch861/PER/na,LITCH
000073385,Nuevos casos misteriosos,"Balcells, Jacqueline",Ch863/BAL/nu,LITCH
000073416,Otto es un rinoceronte,"Lund Kirkegaard, Ole",839.813/LUN/ot,LITGE
000073487,El pequeño vampiro,"Sommer-Bodenburg, Angela",833/SOM/pe,INFAN
000073535,Por qué la Tortuga tiene su caparazón resquebrajado,"Condemarín, Mabel",863/CON/por,INFAN
000073570,Primer tiempo,"Cerda, Carlos",Ch863/CER/pr,LITGE
000073663,"Rosa Cruchaga, o, El eco de la transparencia","Massone, Juan Antonio",Ch861/CRU/ro,LITCH
000073717,"Sapo y Sepo, un año entero","Lobel, Arnold",813/LOB/sa,LITGE
000073845,Trescientos metros,"Ayala, Ernesto",Ch863/AYA/tr,LITGE
000073891,"La vasija mágica ; y, La princesa que no podía llorar","Condemarín, Mabel",863/VAS,INFAN
000073893,Veinte mil leguas de viaje submarino,"Verne, Jules",843/VER/ve,LITGE
000074079,Aún es tiempo,"Mello, Thiago de",B869.1/MELL/au,LITGE
000074173,Chile : con el voto a dos manos,"Romero, Graciela",Ch867/ROM/ch,LITCH
000074331,Cuentos para jugar,"Rodari, Gianni",853/ROD/cu,LITGE
000074636,Gente en la isla,"Azócar, Rubén",Ch863/AZO/ge,LITGE
000074638,Geografía poética de Chile,DIBAM,Ch860.803283/GEO/v.1,LITCH
000074928,"La travesía del ""Explorador del amanecer""","Lewis, C. S",823/LEW/cr,LITGE
000075095,Música de fin de siglo,"Lavín Cerda, Hernán",Ch861/LAV/mu,LITCH
000075189,Oliver Twist,"Dickens, Charles",823/DIC/ol,LITGE
000075227,Para alguien que me espera : antología,"Scarpa, Roque Esteban",Ch861/SCA/pa,LITGE
000075467,"Simbad el marino ; y, otros cuentos de ""Las mil y una noches""",Simbad el marino. Español,892.73/SIM,LITGE
000075596,El alemán de Atacama,"Ampuero, Roberto, -",Ch863/AMP/al,LITCH
000075710,Boleros en La Habana,"Ampuero, Roberto, -",Ch863/AMP/bo,LITGE
000075765,Una casa vacía,"Cerda, Carlos",Ch863/CER/ca,LITCH
000075967,De los silencios y la mirada un mismo Valparaíso,"Villarroel Lobos, Leonardo",Ch861/VIL/si,LITCH
000076012,La desesperanza,"Donoso, José",Ch863/DON/me,LITCH
000076401,La mala memoria : historia personal de Chile contemporáneo,"Parra, Marco Antonio de la",983.0645/PAR/ma,LITGE
000076632,"Odio lo que odio, rabio como rabio","Uribe, Armando",Ch861/URI/od,LITGE
000076648,Oyendo a Chile,"Claro Valdés, Samuel",861/GAM/ed,LITGE
000076736,El nadador,"Contreras, Gonzalo",Ch863/CON/na,LITCH
000076741,Negra espalda del tiempo,"Marías, Javier",863/MAR/ne,LITGE
000076747,Niebla,"Unamuno, Miguel de",863/UNA/ni,LITGE
000076984,Vivir no es nada nuevo,"Azócar, Pablo",Ch863/AZO/vi,LITGE
000077009,A tango abierto,"Río, Ana María del",Ch863/R585,LITCH
000077178,El circo en llamas : una crítica de la vida,"Lihn, Enrique",Ch860.8/LIN/ci,LITGE
000077528,El maquillador de cadaveres,"Casas, Jaime",Ch863/CAS/ma,LITCH
000077537,Más afuera,"González, Eugenio",Ch863/GON/ma,LITCH
000077597,Las noches blancas,"Dostoievski, Fedor",891.73/DOS/no,LITGE
000077770,El señor que aparece de espaldas,"Azócar, Pablo",Ch863/AZO/se,LITCH
000077918,Hacia un saber sobre el alma,"Zambrano, María",864/ZAM/ha,LITGE
000077929,Hijas y madres,"Naouri, Aldo",864/NAO/hi,LITGE
000078098,Los impacientes,"Garcés, Gonzalo",A863/GAR/im,LITGE
000078213,Otelo,"Shakespeare, William",822.33/SHA/ote,LITGE
000078475,Amuleto,"Bolaño, Roberto",Ch863/BOL/am,LITCH
000078748,El amor loco,"Breton, André",844/BRE/am,LITGE
000078840,El verano del ángel,"López-Aliaga Roncagliolo, Luis",Ch863/LOP/ve,LITCH
000078962,Dirán que está en la gloria -- : (Mistral),"Rojo, Grínor",Ch861/ROJ/di,LITGE
000079171,El rodaballo,"Grass, Günter",833/GRA/ro,LITGE
000079436,Diez años de poesía chilena : (1915-1924).,"Fernández, Teodosio, Compilador",Ch861/FER/di,LITCH
000079461,El Alpe d'Huez,"García Sánchez, Javier",863/GAR/al,LITGE
000079466,Amor se escribe sin hache : novela casi cosmopolita,"Jardiel Poncela, Enrique",863/JAR/am,LITGE
000079471,Años de penitencia,"Barral, Carlos",929/BAR/añ,LITGE
000079475,Antologia de la poesia latinoamericana de vanguardia,"Grunfeld, Mihai Gheorghe",H861/GRU/an,LITGE
000079498,El astillero,"Onetti, Juan Carlos",U863/ONE/ast,LITGE
000079508,Barrio de maravillas,"Chacel, Rosa",863/ChA/ba,LITGE
000079509,Bella en las tinieblas,"Lope, Manuel de",863/LOP/be,LITGE
000079513,Blanca vuela mañana,"Chacón, Dulce",863/ChA/bl,LITGE
000079527,Caballeros de fortuna,"Landero, Luis",863/LAN/ca,LITGE
000079529,La cabeza del cordero,"Ayala, Francisco",863/AYA/ca,LITGE
000079531,Cambio de piel,"Fuentes, Carlos",M863/FUE/ca,LITGE
000079533,Canaima,"Gallegos, Rómulo",V863/GAL/ca,LITGE
000079539,Cartas a una pelirroja,"Cortázar, Julio",868/COR/ca,LITGE
000079541,Cartas de juventud de J.L. Borges (1921-1922),"Borges, Jorge Luis",A866/BOR/ca,LITGE
000079557,Claros del bosque,"Zambrano, María",100/ZAM/cl,LITGE
000079567,Cocuyo,"Sarduy, Severo",Cu863/SAR/co,LITCH
000079582,Conversación en la catedral Mario Vargas Llosa,"Vargas Llosa, Mario",Pe863/VAR/co,LITGE
000079587,Cristóbal Colón,"Gala, Antonio",862/GAL/cr,LITGE
000079593,"Cuadrivio : Darío, López Velarde, Pessoa, Cernuda","Paz, Octavio",H861/PAZ/cu,LITGE
000079595,Cuando ya no importe,"Onetti, Juan Carlos",U863/ONE/cu,LITGE
000079607,Cuerpos y ofrendas : antología,"Fuentes, Carlos",M863/FUE/cu,LITGE
000079613,De cómo decidí convertirme en hermano mayor,"Inkiow, Dimiter",833/INK/hu,LITGE
000079618,Dejemos hablar al viento,"Onetti, Juan Carlos",U863/ONE/de,LITGE
000079625,Deshoras,"Cortázar, Julio",A863/COR/de,LITGE
000079628,Diálogos del conocimiento,"Aleixandre, Vicente",861/ALE/di,LITGE
000079642,Donde van a morir los elefantes,"Donoso, José",863/DON/do,LITCH
000079656,El anfitrión,"Edwards, Jorge",Ch863/EDW/an,LITCH
000079658,El año del francés,"Aparicio, Juan Pedro",863/APA/añ,LITGE
000079662,El baile ; La vida en un hilo,"Neville, Edgar",862/NEV/ba,LITGE
000079710,Entrada en materia,"Valente, José Angel",861/VAL/en,LITGE
000079767,La guerra del fin del mundo,"Vargas Llosa, Mario",Pe863/VAR/gu,LITGE
000079779,Hijo de hombre,"Roa Bastos, Augusto",Pa863/ROA/hi,LITGE
000079782,Historia de Mayta,"Vargas Llosa, Mario",Pe863/VAR/hi,LITGE
000079786,Historia de una maestra,"Aldecoa, Josefina",863/ALD/hi,LITGE
000079791,Historias de Obaba,"Atxaga, Bernardo",863/ATX/hi,LITGE
000079798,Huasipungo,"Icaza, Jorge",E863/ICA/hua,LITGE
000079816,Ismaelillo ; Versos libres ; Versos sencillos,"Martí, José",Cu861/MAR/is,LITGE
000079826,Juegos de la edad tardía,"Landero, Luis",863/LAN/ju,LITGE
000079828,Juntacadáveres,"Onetti, Juan Carlos",U863/ONE/ju,LITGE
000079832,La camisa ; El cuarto poder,"Olmo, Lauro",862/OLM/cu,LITGE
000079835,La colmena,"Cela, Camilo José",863/CEL/co,LITGE
000079838,La dama del alba,"Casona, Alejandro",862/CAS/da,LITGE
000079880,Letanías de lluvia,"Arguelles, Fulgencio",863/ARG/le,LITGE
000079897,Los de abajo,"Azuela, Mariano",M863/AZU/ab,LITGE
000079904,Los usurpadores,"Ayala, Francisco",863/AYA/us,LITGE
000079922,Maribel y la extraña familia,"Mihura, Miguel",862/MIH/MA,LITGE
000079923,Marinero en tierra ; La amante ; El alba del alhelí,"Alberti, Rafael",861/ALB/ma,LITGE
000079946,Muchos años después,"Gabriel y Galán, José Antonio",863/GAB/mu,LITGE
000079951,Muertes de perro ; El fondo del vaso,"Ayala, Francisco",863/AYA/mu,LITGE
000079952,La mujer sin cabeza,"Molina Foix, Vicente",863/MOL/mu,LITGE
000079954,Mujeres de negro,"Aldecoa, Josefina",863/ALD/mu,LITGE
000079972,No perdamos también el siglo XXI,"Montaner, Carlos Alberto",Cu864/MON/pe,LITGE
000079983,Nubosidad variable,"Martín Gaite, Carmen",863/MAR/nu,LITGE
000080001,Olvidado rey Gudú,"Matute, Ana María",863/MAT/ol,LITGE
000080003,La orgía perpetua : Flaubert y Madame Bovary,"Vargas Llosa, Mario",Pe863/VAR/or,LITGE
000080030,Picadura mortal,"Ortiz, Lourdes",863/ORT/pi,LITGE
000080060,Quién mató a Palomino Molero?,"Vargas Llosa, Mario",Pe863/VAR/ma,LITGE
000080068,El reino de este mundo,"Carpentier, Alejo",Cu863/CAR/re,LITGE
000080071,Reo de nocturnidad,"Bryce Echeñique, Alfredo",Pe863/BRY/re,LITGE
000080072,Residencia en la tierra : Pablo Neruda,"Neruda, Pablo",Ch861/NER/re,LITGE
000080084,Las salvajes en Puente San Gil,"Martín Recuerda, José",862/MAR/sa,LITGE
000080092,Selección de mis versos,"Bousoño, Carlos",861/BOU/se,LITGE
000080094,Señas de identidad,"Goytisolo, Juan",863/GOY/se,LITGE
000080099,El Siglo de las luces,"Carpentier, Alejo",Cu863/CAR/si,LITCH
000080110,Sombra del paraíso,"Aleixandre, Vicente",861/ALE/so,LITGE
000080111,Sombras nada más,"Cerdán Tato, Enrique",863/CER/so,LITGE
000080119,Te di la vida entera,"Valdés, Zoé",Cu863/VAL/vi,LITGE
000080120,Teatro sobre teatro,"Ruibal, José",862/RUI/te,LITGE
000080133,Todas las mujeres,"Conget, José María",863/CON/to,LITGE
000080140,Tres sombreros de copa,"Mihura, Miguel",862/MIH/tre,LITGE
000080158,Una Palomita en mi palomar,"Navarrete Araya, Micaela",Ch863/PAL/cu,LITCH
000080168,La verdad sobre el caso Savolta,"Mendoza, Eduardo",863/MEN/ve,LITGE
000080181,"Yo, el supremo","Roa Bastos, Augusto",Pa863/ROA/yo,LITGE
000080182,Y retiemble en sus centros la tierra,"Celorio, Gonzalo",M863/CEL/yr,LITGE
000080183,"Yo, el supremo","Roa Bastos, Augusto",Pa863/ROA/yo,LITGE
000080306,Nocturno hindú,"Tabucchi, Antonio",853/TAB/no,LITGE
000080344,El agua nuestra de cada día,"Le Foulon Rothe, Andre",553.7/LEF/ag,LITGE
000080387,Chamber poems,"Orrego, Carmen",Ch861/ORR/Cha,LITCH
000080417,"Crónicas ""de día claro""","Parada Reyes, Raquel",Ch868/PAR/cr,LITGE
000080439,De amor y rebeldía,"Martínez Monreal, Nicolás Fernando",Ch861/MAR/de,LITGE
000080468,Elogio de la melancolía,"Roa Vial, Armando",Ch860/ROA/el,LITCH
000080472,En torno a la casa de Madame Lorraine : novela,"Biggs Henning, Jorge",Ch863/BIG/to,LITGE
000080609,Mis prólogos,"Jiménez M., Samuel",Ch866/JIM/mi,LITCH
000080651,Para un modelo de historia del teatro,"Villegas, Juan",H862.009/VIL/pa,LITGE
000080699,La Quintrala,"Petit, Magdalena",Ch863/PET/qu,LITCH
000080737,La serpiente,"Aira, César",A863/AIR/se,LITGE
000080761,Un día sin matemáticas,"Kaye, Marilyn",813/KAY/di,LITGE
000080774,El viejo y el mar,"Hemingway, Ernest",813/HEM/vi,LITGE
000080776,Voces utopicopragmáticas,Secretaría General de Gobierno,Ch864/VOC/ut,LITCH
000080810,De la forma del mundo y otros relatos,"Bioy Casares, Adolfo",A863/BIO/de,LITGE
000081633,Mujer en guerra,"Torres, Maruja",863/TOR/mu,LITGE
000081946,Nuestra Señora de la Soledad,"Serrano, Marcela",Ch863/SER/nu,LITCH
000081970,Ocho patas y un cuento,"Concha Cosani, Beatriz",Ch863/CON/oCh,INFAN
000081987,Olivia,"Falconer, Ian",813/FAL/ol,INFAN
000081993,Cuentos y títeres,"Villafañe, Javier",A863/VILL/cu,LITGE
000081994,Los dos jorobados,"Méndez, Raquel",863/MEN/do,INFAN
000081996,Siete millones de escarabajos,Comotto,A863/COM/si,INFAN
000081997,El traje nuevo del rey,"Ballesteros Rey, Xosé",G869.3/BALL/tr,INFAN
000081998,Guri y Gura aprenden a nadar,"Nakagawa, Reiko",895.63/NAK/gu,INFAN
000081999,El mirlo,"Granger, No lle",863/GRA/mi,INFAN
000082000,El conde Olinos,Morella Fuenmayor,863/CON,INFAN
000082001,Búho en casa,"Lobel, Arnold",813/LOV/bu,INFAN
000082003,El regalo del sol : un cuento de Sudáfrica,"Stewart, Dianne",823/STE/re,INFAN
000082006,"Dos letters ; y, Cuando una serpiente--","Atxaga, Bernardo",899.923/ATX/do,LITGE
000082007,Luis Oyarzún : prosa poética,"Oyarzún, Luis",Ch861/OYA/lu,LITCH
000082008,No quiero ir al castillo,"Keselman, Gabriela",863/KES/no,LITGE
000082009,Las hormigas también tienen problemas,"Balzola, Sofía",863/BAL/ho,INFAN
000082025,Arena en los zapatos,"Molist, Pep",863/MOL/ar,LITGE
000082026,El regreso a clases de Roberta,"Francia, Silvia",S833/FRA/re,INFAN
000082029,Historias de patos buenos,Secretaría General de Gobierno,Ch863/HIS,LITCH
000082030,Pavana del gallo y el arlequín,"Rokha, Carlos de",Ch861/ROK/pa,LITGE
000082031,Cortejo y Epinicio,"Rosenmann Taub, David",Ch861/ROS/co,LITGE
000082034,Viven [periplo por los poetas de Chile],"Henriquez, Roberto, compilador",Ch861/VIV,LITCH
000082042,La tumba del zambullidor,"Manns, Patricio",Ch863/MAN/tu,LITCH
000082054,Mamá pata cuenta a sus pequeños,"Delval, Marie Hélene",843/DEL/ma,INFAN
000082057,Un crimen secundario,"Birmajer, Marcelo",A863/BIR/cr,LITGE
000082058,Derrotado por un muerto,"Birmajer, Marcelo",A863/BIR/de,LITGE
000082065,A peor vida,"Uribe, Armando",Ch861/URI/pe,LITGE
